,Response_Date,Day,Response_Time,Week,Time_Bucket,Agency_Type,Incident_Type,Problem,Cross_Street_Inter,Latitude,Longitude,Primary Police Dept,Place Name Census,General_Location
2704,2023-02-17,Friday,19:30,7,5,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Edge
2705,2023-02-18,Saturday,01:01,7,1,Law Enforcement,O-Omega-Law,Information (Law),E Washington Ave  at  Commercial Ave,43.106826,-89.352488,MADC-Madison City,Madison,Outside
2706,2023-02-18,Saturday,01:38,7,1,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Erie Ct,43.103358,-89.363992,MAPV-Maple Bluff Village,Maple Bluff,Edge
2707,2023-02-18,Saturday,02:56,7,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Zeier Rd at East Springs Dr,43.130807,-89.300754,MADC-Madison City,Madison,Outside
2708,2023-02-18,Saturday,08:12,7,3,Law Enforcement,D-Delta-Law,Alarm,Woodland Cir at Lakewood Blvd,43.110566,-89.368597,MAPV-Maple Bluff Village,Maple Bluff,Interior
2709,2023-02-18,Saturday,08:50,7,3,Law Enforcement,C-Charlie-Law,Suspicious Person,Lakewood Blvd at Charing Cross Rd,43.110962,-89.369111,MAPV-Maple Bluff Village,Maple Bluff,Interior
2710,2023-02-18,Saturday,09:56,7,3,Law Enforcement,B-Bravo-Law,Traffic Stop,Packers Ave  at  Aberg Ave Packers Ave On,43.113167,-89.354339,MADC-Madison City,Madison,Outside
2711,2023-02-18,Saturday,22:26,7,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Roth St,43.111598,-89.3638,MADC-Madison City,Madison,Outside
2712,2023-02-19,Sunday,00:42,7,1,Law Enforcement,B-Bravo-Law,Traffic Stop,Farwell Ct  at  Farwell Dr,43.119079,-89.377805,MAPV-Maple Bluff Village,Maple Bluff,Interior
2713,2023-02-19,Sunday,11:02,7,3,Law Enforcement,D-Delta-Law,Alarm,Wilder Dr at Coleman Rd,43.115041,-89.373627,MAPV-Maple Bluff Village,Maple Bluff,Interior
2714,2023-02-19,Sunday,18:40,7,5,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MAPV-Maple Bluff Village,Madison,Outside
2715,2023-02-19,Sunday,20:08,7,6,Law Enforcement,D-Delta-Law,Traffic Complaint,N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MAPV-Maple Bluff Village,Madison,Outside
2716,2023-02-19,Sunday,22:31,7,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MAPV-Maple Bluff Village,Madison,Outside
2717,2023-02-20,Monday,01:49,8,1,Law Enforcement,B-Bravo-Law,Traffic Stop,Butternut Rd at Summit Rd,43.115725,-89.378281,MAPV-Maple Bluff Village,Maple Bluff,Interior
2718,2023-02-20,Monday,06:01,8,2,Law Enforcement,C-Charlie-Law,Suspicious Person,Burrows Rd  at  Sherman Ave,43.10274,-89.364376,MAPV-Maple Bluff Village,Maple Bluff,Edge
2719,2023-02-20,Monday,06:03,8,2,Law Enforcement,unknown,unknown,Burrows Rd at Old Shore Rd,43.102796,-89.3653,MAPV-Maple Bluff Village,Madison,Outside
2720,2023-02-20,Monday,07:05,8,2,Law Enforcement,C-Charlie-Law,Check Property,Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
2721,2023-02-20,Monday,07:37,8,2,Law Enforcement,C-Charlie-Law,Check Property,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
2722,2023-02-20,Monday,08:08,8,3,Law Enforcement,C-Charlie-Law,Check Property,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
2723,2023-02-20,Monday,20:11,8,6,Law Enforcement,C-Charlie-Law,Check Person,Charing Cross Rd at Kings Way,43.116788,-89.373436,MAPV-Maple Bluff Village,Maple Bluff,Interior
2724,2023-02-20,Monday,22:37,8,6,Law Enforcement,D-Delta-Law,Alarm,Summit Rd at Butternut Rd,43.115725,-89.378281,MAPV-Maple Bluff Village,Maple Bluff,Interior
2725,2023-02-20,Monday,22:43,8,6,Law Enforcement,unknown,unknown,Summit Rd at Butternut Rd,43.115725,-89.378281,MAPV-Maple Bluff Village,Maple Bluff,Interior
2726,2023-02-20,Monday,22:45,8,6,Law Enforcement,unknown,unknown,Summit Rd at Butternut Rd,43.115725,-89.378281,MAPV-Maple Bluff Village,Maple Bluff,Interior
2727,2023-02-21,Tuesday,01:56,8,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Aberg Ave  at  Loftsgordon Ave,43.114191,-89.357435,MADC-Madison City,Madison,Outside
2728,2023-02-21,Tuesday,10:04,8,3,Law Enforcement,O-Omega-Law,Information (Law),Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
2729,2023-02-21,Tuesday,10:19,8,3,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MAPV-Maple Bluff Village,Madison,Outside
2730,2023-02-21,Tuesday,21:06,8,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Wyldewood Dr at Trailsway,43.126152,-89.367202,MADC-Madison City,Madison,Outside
2731,2023-02-22,Wednesday,07:24,8,2,Law Enforcement,B-Bravo-Law,Ac-Assist Citizen,Forster Dr at Sheridan Dr,43.131665,-89.374536,MADC-Madison City,Madison,Outside
2732,2023-02-22,Wednesday,19:15,8,5,Ems Fire,Fire - Bravo,52B1G-Alarm /Snglresidentgenrl,Cambridge Ct at Lakewood Blvd,43.109773,-89.367587,MAPV-Maple Bluff Village,Maple Bluff,Interior
2733,2023-02-22,Wednesday,19:34,8,5,Law Enforcement,unknown,unknown,Burrows Rd  at  Sherman Ave,43.10274,-89.364376,MAPV-Maple Bluff Village,Maple Bluff,Edge
2734,2023-02-22,Wednesday,21:08,8,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Andrew Way  at  Trafalger Pl,43.099927,-89.290363,MADC-Madison City,Madison,Outside
2735,2023-02-22,Wednesday,23:36,8,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,N Stoughton Rd  at  Kinsman Blvd,43.12564,-89.325066,MADC-Madison City,Madison,Outside
2736,2023-02-23,Thursday,06:48,8,2,Law Enforcement,C-Charlie-Law,Check Property,Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
2737,2023-02-23,Thursday,07:20,8,2,Law Enforcement,C-Charlie-Law,Check Property,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
2738,2023-02-23,Thursday,08:45,8,3,Law Enforcement,C-Charlie-Law,Check Property,Oxford Pl at Roth St,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
2739,2023-02-23,Thursday,20:20,8,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Sherman Ave  at  Fuller Dr,43.098248,-89.368252,MAPV-Maple Bluff Village,Maple Bluff,Edge
2740,2023-02-23,Thursday,20:40,8,6,Law Enforcement,D-Delta-Law,911 Abandoned,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
2741,2023-02-23,Thursday,20:48,8,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Roth St,43.111598,-89.3638,MADC-Madison City,Madison,Outside
2742,2023-02-23,Thursday,20:54,8,6,Law Enforcement,B-Bravo-Law,Threats,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
2743,2023-02-23,Thursday,22:37,8,6,Law Enforcement,B-Bravo-Law,Traffic Stop,E Johnson St  at  Marston Ave,43.086974,-89.372605,MADC-Madison City,Madison,Outside
2744,2023-02-23,Thursday,22:39,8,6,Law Enforcement,B-Bravo-Law,Ac-Assist Citizen,N Sherman Ave at Kensington Dr,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
2745,2023-02-24,Friday,01:12,8,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Aberg Ave  at  Shopko Dr,43.110771,-89.346908,MADC-Madison City,Madison,Outside
2746,2023-02-24,Friday,01:33,8,1,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Commercial Ave,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
2747,2023-02-24,Friday,07:11,8,2,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Logan St at Farragut St,43.117736,-89.36607,MADC-Madison City,Madison,Outside
2748,2023-02-24,Friday,07:31,8,2,Law Enforcement,C-Charlie-Law,Check Property,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
2749,2023-02-24,Friday,10:27,8,3,Law Enforcement,O-Omega-Law,Information (Law),Cambridge Rd at Kensington Dr,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
2750,2023-02-24,Friday,11:33,8,3,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Carioca Ln at Trailsway,43.122707,-89.36616,MADC-Madison City,Madison,Outside
2751,2023-02-24,Friday,19:33,8,5,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave at Logan St,43.116411,-89.364966,MADC-Madison City,Madison,Outside
2752,2023-02-24,Friday,21:14,8,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Reindahl Ave at Schmedeman Ave,43.114325,-89.328604,MADC-Madison City,Madison,Outside
2753,2023-02-24,Friday,21:17,8,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Reindahl Ave at Schmedeman Ave,43.114325,-89.328604,MADC-Madison City,Madison,Outside
2754,2023-02-24,Friday,22:41,8,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Fisk Pl at Farwell Dr,43.113738,-89.372126,MAPV-Maple Bluff Village,Maple Bluff,Interior
2755,2023-02-24,Friday,23:58,8,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Mac Pherson St,43.119037,-89.364925,MADC-Madison City,Madison,Outside
2756,2023-02-25,Saturday,02:38,8,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Aberg Ave  at  Shopko Dr,43.110771,-89.346908,MADC-Madison City,Madison,Outside
2757,2023-02-25,Saturday,08:52,8,3,Law Enforcement,B-Bravo-Law,Ac-Assist Citizen,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
2758,2023-02-25,Saturday,09:46,8,3,Ems Fire,Ems - Delta - Medical,21D4M-Hemorrhage/Dangerhemorr,Laurel Ln at Del Mar Dr,43.117717,-89.373409,MAPV-Maple Bluff Village,Maple Bluff,Interior
2759,2023-02-25,Saturday,09:47,8,3,Law Enforcement,D-Delta-Law,Aa-Assist Ambulance,Laurel Ln at Del Mar Dr,43.117717,-89.373409,MAPV-Maple Bluff Village,Maple Bluff,Interior
2760,2023-02-25,Saturday,10:23,8,3,Law Enforcement,C-Charlie-Law,Check Person,Burrows Rd  at  Sherman Ave,43.10274,-89.364376,MAPV-Maple Bluff Village,Maple Bluff,Edge
2761,2023-02-25,Saturday,17:54,8,5,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Commercial Ave,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
2762,2023-02-26,Sunday,01:38,8,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Milwaukee St  at  Walter St,43.098473,-89.32946,MADC-Madison City,Madison,Outside
2763,2023-02-26,Sunday,04:24,8,2,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Wyalusing Dr at Wind Stone Dr,43.099972,-89.258541,MADC-Madison City,Madison,Outside
2764,2023-02-26,Sunday,12:23,8,4,Law Enforcement,B-Bravo-Law,Traffic Stop,Fordem Ct at McGuire St,43.098625,-89.365133,MADC-Madison City,Madison,Outside
2765,2023-02-26,Sunday,17:23,8,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Fordem Ave  at  Fordem Ct,43.098124,-89.364115,MADC-Madison City,Madison,Outside
2766,2023-02-27,Monday,01:49,9,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,N Sherman Ave at Roth St,43.111598,-89.3638,MADC-Madison City,Madison,Outside
2767,2023-02-27,Monday,02:22,9,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,S Brooks St at S Mills St,43.066417,-89.402475,MADC-Madison City,Madison,Outside
2768,2023-02-27,Monday,06:48,9,2,Law Enforcement,C-Charlie-Law,Safety Hazard,Sherman Ave  at  Harbort Dr,43.101562,-89.365307,MAPV-Maple Bluff Village,Maple Bluff,Edge
2769,2023-02-27,Monday,07:32,9,2,Law Enforcement,D-Delta-Law,Aa-Assist Ambulance,Michigan Ct at Commercial Ave,43.106815,-89.362877,MAPV-Maple Bluff Village,Maple Bluff,Interior
2770,2023-02-27,Monday,07:37,9,2,Law Enforcement,unknown,unknown,Michigan Ct at Commercial Ave,43.106815,-89.362877,MAPV-Maple Bluff Village,Maple Bluff,Interior
2771,2023-02-27,Monday,07:37,9,2,Ems Fire,Ems - Delta - Medical,6D1-Breathprob/Notalert,Michigan Ct at Commercial Ave,43.106815,-89.362877,MAPV-Maple Bluff Village,Maple Bluff,Interior
2772,2023-02-27,Monday,12:14,9,4,Law Enforcement,C-Charlie-Law,Check Property,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
2773,2023-02-27,Monday,17:38,9,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Lakewood Blvd  at  Kensington Dr,43.110962,-89.369111,MAPV-Maple Bluff Village,Maple Bluff,Interior
2774,2023-02-27,Monday,20:02,9,6,Law Enforcement,D-Delta-Law,Afd-Assist Fire Department,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
2775,2023-02-27,Monday,20:02,9,6,Ems Fire,Fire - Bravo,52B1-Alarm /Singleresident,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
2776,2023-02-27,Monday,20:36,9,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Fordem Ave  at  Mcguire St,43.097249,-89.363822,MADC-Madison City,Madison,Outside
2777,2023-02-27,Monday,21:29,9,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Sherman Ave  at  Harbort Dr,43.101562,-89.365307,MAPV-Maple Bluff Village,Maple Bluff,Edge
2778,2023-02-27,Monday,23:53,9,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Michigan Ct,43.105076,-89.363942,MAPV-Maple Bluff Village,Maple Bluff,Edge
2779,2023-02-27,Monday,23:55,9,6,Law Enforcement,O-Omega-Law,Information (Law),S Few St at S Baldwin St,43.085251,-89.363514,MADC-Madison City,Madison,Outside
2780,2023-02-28,Tuesday,00:55,9,1,Law Enforcement,C-Charlie-Law,Check Property,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
2781,2023-02-28,Tuesday,02:11,9,1,Law Enforcement,O-Omega-Law,Information (Law),Swanton Rd  at  Milwaukee St,43.098825,-89.301602,MADC-Madison City,Madison,Outside
2782,2023-02-28,Tuesday,07:14,9,2,Law Enforcement,B-Bravo-Law,Traffic Stop,Lakewood Blvd  at  Roxbury Rd,43.107723,-89.366864,MAPV-Maple Bluff Village,Maple Bluff,Interior
2783,2023-02-28,Tuesday,07:49,9,2,Law Enforcement,B-Bravo-Law,Traffic Stop,Commercial Ave  at  Ruskin St,43.106825,-89.361134,MADC-Madison City,Madison,Outside
2784,2023-02-28,Tuesday,13:03,9,4,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Roth St,43.111598,-89.3638,MADC-Madison City,Madison,Outside
2785,2023-02-28,Tuesday,13:10,9,4,Law Enforcement,B-Bravo-Law,Ac-Assist Citizen,N Sherman Ave at Kensington Dr,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
2786,2023-02-28,Tuesday,17:35,9,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Bayside Dr  at  Old Shore Rd,43.10383,-89.366478,MAPV-Maple Bluff Village,Maple Bluff,Interior
2787,2023-02-28,Tuesday,19:41,9,5,Law Enforcement,B-Bravo-Law,Arrested Adult,N Sherman Ave  at  Roxbury Rd,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
2788,2023-02-28,Tuesday,21:42,9,6,Law Enforcement,O-Omega-Law,Information (Law),W Dayton St  at  N Broom St,43.072854,-89.390872,MADC-Madison City,Madison,Outside
2789,2023-02-28,Tuesday,22:26,9,6,Law Enforcement,C-Charlie-Law,Check Property,Windom Way at Northport Dr,43.129106,-89.358931,MADC-Madison City,Madison,Outside
2790,2023-02-28,Tuesday,22:37,9,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Northport Dr  at  Northridge Ter,43.139316,-89.386838,MADC-Madison City,Madison,Outside
2791,2023-02-28,Tuesday,23:45,9,6,Law Enforcement,C-Charlie-Law,Suspicious Vehicle,Fisk Pl at Farwell Dr,43.113738,-89.372126,MAPV-Maple Bluff Village,Maple Bluff,Interior
2792,2023-03-01,Wednesday,00:10,9,1,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Edge
2793,2023-03-01,Wednesday,00:39,9,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,E Washington Ave  at  N Stoughton Rd,43.116963,-89.324501,MADC-Madison City,Madison,Outside
2794,2023-03-01,Wednesday,01:01,9,1,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Aberg Ave,43.114241,-89.363788,MADC-Madison City,Madison,Outside
2795,2023-03-01,Wednesday,07:03,9,2,Law Enforcement,C-Charlie-Law,Check Property,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
2796,2023-03-01,Wednesday,07:34,9,2,Law Enforcement,C-Charlie-Law,Check Property,Oxford Pl at Roth St,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
2797,2023-03-01,Wednesday,15:49,9,4,Law Enforcement,B-Bravo-Law,Traffic Stop,Sherman Ave  at  N Few St,43.08757,-89.369953,MADC-Madison City,Madison,Outside
2798,2023-03-02,Thursday,04:38,9,2,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,I90 at Cottage Grove Rd,43.012767,-89.233267,MADC-Madison City,Cottage Grove,Outside
2799,2023-03-02,Thursday,06:52,9,2,Ems Fire,Fire - Bravo,52B1G-Alarm /Snglresidentgenrl,Bayside Dr at Burrows Rd,43.102809,-89.366918,MAPV-Maple Bluff Village,Madison,Outside
2800,2023-03-02,Thursday,06:53,9,2,Law Enforcement,D-Delta-Law,Afd-Assist Fire Department,Bayside Dr at Burrows Rd,43.102809,-89.366918,MAPV-Maple Bluff Village,Madison,Outside
2801,2023-03-02,Thursday,07:10,9,2,Law Enforcement,C-Charlie-Law,Check Property,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
2802,2023-03-02,Thursday,14:42,9,4,Law Enforcement,D-Delta-Law,Traffic Complaint,N Sherman Ave at Kensington Dr,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
2803,2023-03-02,Thursday,20:09,9,6,Law Enforcement,O-Omega-Law,Phone Message (Law),Toepfer Ave at Westmorland Blvd,43.0558,-89.441898,MADC-Madison City,Madison,Outside
2804,2023-03-03,Friday,00:27,9,1,Law Enforcement,B-Bravo-Law,Traffic Stop,E Johnson St  at  N Dickinson St,43.090752,-89.367282,MADC-Madison City,Madison,Outside
2805,2023-03-03,Friday,01:33,9,1,Law Enforcement,B-Bravo-Law,Traffic Stop,Commercial Ave  at  Packers Ave,43.106834,-89.354733,MADC-Madison City,Madison,Outside
2806,2023-03-03,Friday,06:43,9,2,Law Enforcement,C-Charlie-Law,Check Property,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
2807,2023-03-03,Friday,08:00,9,3,Law Enforcement,C-Charlie-Law,Check Property,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
2808,2023-03-03,Friday,09:41,9,3,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MAPV-Maple Bluff Village,Madison,Outside
2809,2023-03-03,Friday,10:02,9,3,Law Enforcement,C-Charlie-Law,Check Property,Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
2810,2023-03-03,Friday,18:32,9,5,Law Enforcement,C-Charlie-Law,Check Property,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
2811,2023-03-03,Friday,18:44,9,5,Ems Fire,Fire - Alpha/Omega,53A1-Citasst/Lockinoutbldg,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
2812,2023-03-03,Friday,18:44,9,5,Law Enforcement,D-Delta-Law,Afd-Assist Fire Department,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
2813,2023-03-03,Friday,23:01,9,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Fordem Ave  at  Lakewood Gardens Cir,43.097273,-89.363988,MADC-Madison City,Madison,Outside
2814,2023-03-04,Saturday,09:32,9,3,Law Enforcement,C-Charlie-Law,Check Property,Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
2815,2023-03-04,Saturday,10:23,9,3,Ems Fire,Ems - Charlie - Medical,26C1-Sick/Altered Conscious,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
2816,2023-03-04,Saturday,10:29,9,3,Law Enforcement,D-Delta-Law,Aa-Assist Ambulance,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
2817,2023-03-04,Saturday,12:50,9,4,Ems Fire,10 Deltas,10D4-Chestpain/Clammy,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
2818,2023-03-04,Saturday,12:51,9,4,Law Enforcement,D-Delta-Law,Aa-Assist Ambulance,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
2819,2023-03-04,Saturday,19:11,9,5,Law Enforcement,O-Omega-Law,Information (Law),Huxley St  at  Aberg Ave,43.114205,-89.359141,MADC-Madison City,Madison,Outside
2820,2023-03-04,Saturday,21:14,9,6,Law Enforcement,C-Charlie-Law,Check Property,Butternut Rd at Summit Rd,43.115725,-89.378281,MAPV-Maple Bluff Village,Maple Bluff,Interior
2821,2023-03-04,Saturday,22:57,9,6,Law Enforcement,C-Charlie-Law,Check Property,N Sherman Ave at Kensington Dr,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
2822,2023-03-04,Saturday,23:07,9,6,Law Enforcement,A-Alpha-Law,Strategic Plan,Butternut Rd at Summit Rd,43.115725,-89.378281,MAPV-Maple Bluff Village,Maple Bluff,Interior
2823,2023-03-05,Sunday,00:24,9,1,Law Enforcement,B-Bravo-Law,Traffic Stop,E Johnson St  at  Fordem Ave,43.093294,-89.363614,MADC-Madison City,Madison,Outside
2824,2023-03-05,Sunday,16:32,9,5,Law Enforcement,O-Omega-Law,Information (Law),N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MADC-Madison City,Madison,Outside
2825,2023-03-05,Sunday,19:42,9,5,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Commercial Ave,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
2826,2023-03-05,Sunday,19:54,9,5,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MAPV-Maple Bluff Village,Madison,Outside
2827,2023-03-05,Sunday,20:04,9,6,Law Enforcement,B-Bravo-Law,Traffic Stop,E Johnson St  at  Fordem Ave,43.093294,-89.363614,MADC-Madison City,Madison,Outside
2828,2023-03-06,Monday,06:41,10,2,Law Enforcement,C-Charlie-Law,Check Property,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
2829,2023-03-06,Monday,19:42,10,5,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Commercial Ave,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
2830,2023-03-06,Monday,21:25,10,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Roth St  at  N Sherman Ave,43.111598,-89.3638,MADC-Madison City,Madison,Outside
2831,2023-03-07,Tuesday,08:23,10,3,Law Enforcement,B-Bravo-Law,Traffic Stop,Sherman Ave  at  Fuller Dr,43.098248,-89.368252,MAPV-Maple Bluff Village,Maple Bluff,Edge
2832,2023-03-07,Tuesday,09:16,10,3,Law Enforcement,B-Bravo-Law,Traffic Stop,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
2833,2023-03-07,Tuesday,12:52,10,4,Law Enforcement,D-Delta-Law,Disturbance,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
2834,2023-03-07,Tuesday,16:48,10,5,Law Enforcement,D-Delta-Law,911 Open Line,Woodland Cir at Lakewood Blvd,43.110566,-89.368597,MAPV-Maple Bluff Village,Maple Bluff,Interior
2835,2023-03-07,Tuesday,18:55,10,5,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Edge
2836,2023-03-07,Tuesday,20:16,10,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Lakewood Blvd  at  Cambridge Rd,43.109773,-89.367587,MAPV-Maple Bluff Village,Maple Bluff,Interior
2837,2023-03-07,Tuesday,20:29,10,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Edge
2838,2023-03-07,Tuesday,22:30,10,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Sachtjen St,43.134885,-89.363363,MADC-Madison City,Madison,Outside
2839,2023-03-08,Wednesday,11:35,10,3,Law Enforcement,B-Bravo-Law,Animal-Disturbance,Wilder Dr at Butternut Rd,43.114467,-89.378075,MAPV-Maple Bluff Village,Maple Bluff,Interior
2840,2023-03-08,Wednesday,18:16,10,5,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MAPV-Maple Bluff Village,Madison,Outside
2841,2023-03-08,Wednesday,19:37,10,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Fordem Ave  at  E Johnson St,43.093294,-89.363614,MADC-Madison City,Madison,Outside
